time_s,force_n,displacement_m,displacement_mm,velocity_m_s,acceleration_m_s2,acceleration_g
0.315,3.058505306313554e-57,3.698839796562749e-42,3.698839796562749e-39,-6.526103407320099e-41,-2.3875608295720104e-36,-2.4346344873856113e-37
0.316,4.12596773160432e-57,5.764115547742368e-42,5.7641155477423684e-39,-1.0209408054739086e-40,-3.720559426167941e-36,-3.793914768211307e-37
0.317,5.566102597020597e-57,8.245790874618956e-42,8.245790874618956e-39,-1.466217855168567e-40,-5.3222384086383644e-36,-5.427172794622389e-37
0.318,7.508919160370037e-57,1.1124258257206338e-41,1.1124258257206339e-38,-1.985888092219214e-40,-7.179915025544609e-36,-7.321475759351673e-37
0.319,1.0129688063018558e-56,1.4380175920151805e-41,1.4380175920151805e-38,-2.577419007622344e-40,-9.281078815654484e-36,-9.464066542248866e-37
0.32,1.3664643351662215e-56,1.7994467832736109e-41,1.7994467832736108e-38,-3.2382989809677186e-40,-1.1613391607942284e-35,-1.1842363710280559e-36
0.321,1.843210448053312e-56,2.1948323708873475e-41,2.1948323708873475e-38,-3.966037280438365e-40,-1.4164687521588792e-35,-1.444396151753024e-36
0.322,2.486087695578269e-56,2.6223199007111567e-41,2.6223199007111567e-38,-4.758164062810578e-40,-1.6922972965981253e-35,-1.7256629905198262e-36
0.323,3.3528422609526205e-56,3.0800814930631525e-41,3.0800814930631525e-38,-5.612230373453915e-40,-1.987642664071341e-35,-2.0268314501601885e-36
0.324,4.521213594746529e-56,3.5663158427247963e-41,3.566315842724796e-38,-6.5258081463312035e-40,-2.3013399535585487e-35,-2.3467136622175248e-36
0.325,6.095819268948245e-56,4.0792482189408934e-41,4.0792482189408935e-38,-7.496490203998533e-40,-2.632241493060419e-35,-2.684139326946938e-36
0.326,8.217394504646415e-56,4.617130465419597e-41,4.617130465419597e-38,-8.521890257605265e-40,-2.9792168395982705e-35,-3.0379557133152205e-36
0.327,1.1075185105101946e-55,5.178241000332407e-41,5.178241000332407e-38,-9.59964290689402e-40,-3.3411527792140706e-35,-3.4070276590008524e-36
0.328,1.4923560915016582e-55,5.760884816314167e-41,5.760884816314167e-38,-1.0727403640200694e-39,-3.716953326970433e-35,-3.7902375703940014e-36
0.329,2.0104274552002235e-55,6.36339348046307e-41,6.36339348046307e-38,-1.1902848834454437e-39,-4.105539726950623e-35,-4.186485422596527e-36
0.33,2.7076266347970478e-55,6.984125134340655e-41,6.984125134340656e-38,-1.3123675755177683e-39,-4.5058504522585515e-35,-4.5946887594219755e-36
0.331,3.645555004883696e-55,7.621464493971802e-41,7.621464493971802e-38,-1.438760255648611e-39,-4.916841205018779e-35,-5.013782693395583e-36
0.332,4.906855627765662e-55,8.273822849844745e-41,8.273822849844744e-38,-1.5692368281088677e-39,-5.337484916376511e-35,-5.442719905754271e-36
0.333,6.602343008700508e-55,8.939638066911058e-41,8.939638066911059e-38,-1.7035732860287606e-39,-5.766771746497606e-35,-5.8804706464466525e-36
0.334,8.880526500438105e-55,9.617374584585663e-41,9.617374584585664e-38,-1.841547711397839e-39,-6.203709084568566e-35,-6.326022734133028e-36
0.335,1.1940322752054782e-54,1.0305523416746834e-40,1.0305523416746835e-37,-1.982940275064977e-39,-6.647321548796548e-35,-6.778381556185393e-36
0.336,1.604801396342109e-54,1.100260215173618e-40,1.1002602151736182e-37,-2.1275332367383778e-39,-7.096650986409349e-35,-7.236570068687421e-36
0.337,2.1559854939842041e-54,1.1707154952358666e-40,1.1707154952358667e-37,-2.275110944985569e-39,-7.550756473655421e-35,-7.699628796434483e-36
0.338,2.895219025627465e-54,1.2417752555882602e-40,1.24177525558826e-37,-2.425459837233408e-39,-8.00871431580386e-35,-8.166615832933632e-36
0.339,3.8861549067207493e-54,1.3132992274039637e-40,1.3132992274039637e-37,-2.578368439768074e-39,-8.46961804714441e-35,-8.636606840403614e-36
0.34,5.2137986375404304e-54,1.3851497993024776e-40,1.3851497993024775e-37,-2.733627367735077e-39,-8.93257843098747e-35,-9.108695049774868e-36
0.341,6.991599786937652e-54,1.4571920173496363e-40,1.4571920173496364e-37,-2.891029325139251e-39,-9.396723459664081e-35,-9.581991260689514e-36
0.342,9.370873216355993e-54,1.5292935850576088e-40,1.5292935850576087e-37,-3.050369104844761e-39,-9.861198354525926e-35,-1.0055623841501355e-35
0.343,1.2553306629183148e-53,1.6013248633848997e-40,1.6013248633848997e-37,-3.211443588575091e-39,-1.0325165565945354e-34,-1.0528738729275904e-35
0.34400000000000003,1.6807553780098449e-53,1.6731588707363467e-40,1.6731588707363468e-37,-3.3740517469130574e-39,-1.078780477331534e-34,-1.1000499429790338e-35
0.34500000000000003,2.249123235323122e-53,1.744671282963124e-40,1.744671282963124e-37,-3.5379946393008034e-39,-1.1248312885049533e-34,-1.1470087017533545e-35
0.34600000000000003,3.0080066190049183e-53,1.8157404333627392e-40,1.8157404333627392e-37,-3.703075414039796e-39,-1.1705904038582212e-34,-1.193670013570609e-35
0.34700000000000003,4.020646473231441e-53,1.886247312679033e-40,1.886247312679033e-37,-3.8690993082908294e-39,-1.2159809600368292e-34,-1.239955499622021e-35
0.34800000000000003,5.371055947136066e-53,1.956075569102184e-40,1.956075569102184e-37,-4.035873648074026e-39,-1.2609278165883379e-34,-1.2857885379699877e-35
0.34900000000000003,7.170767176562703e-53,2.0251115082687046e-40,2.0251115082687047e-37,-4.2032078482688336e-39,-1.3053575559623684e-34,-1.3310942635480704e-35
0.35000000000000003,9.567743903498258e-53,2.093244093261439e-40,2.093244093261439e-37,-4.3709134126140274e-39,-1.3491984835106088e-34,-1.375799568161002e-35
0.35100000000000003,1.275814690326535e-52,2.1603649446095694e-40,2.1603649446095695e-37,-4.538803933707706e-39,-1.3923806274868113e-34,-1.4198331004846827e-35
0.352,1.7001854466100808e-52,2.226368340288608e-40,2.226368340288608e-37,-4.706695093007293e-39,-1.4348357390467915e-34,-1.4631252660661811e-35
0.353,2.2642922119084127e-52,2.291151215720411e-40,2.291151215720411e-37,-4.874404660829559e-39,-1.476497292248435e-34,-1.5056082273237397e-35
0.354,3.0136534785673207e-52,2.3546131637731613e-40,2.3546131637731615e-37,-5.041752496350575e-39,-1.5173004840516883e-34,-1.5472159035467652e-35
0.355,4.0084487255606835e-52,2.416656434761376e-40,2.416656434761376e-37,-5.208560547605748e-39,-1.5571822343185608e-34,-1.5878839708958318e-35
0.356,5.328185980967531e-52,2.4771859364459107e-40,2.477185936445911e-37,-5.374652851489816e-39,-1.5960811858131303e-34,-1.6275498624026863e-35
0.357,7.077838019327086e-52,2.5361092340339544e-40,2.5361092340339544e-37,-5.539855533756835e-39,-1.6339377042015385e-34,-1.6661527679702433e-35
0.358,9.395903951786234e-52,2.5933365501790294e-40,2.5933365501790294e-37,-5.703996809020198e-39,-1.670693878051991e-34,-1.703633634372585e-35
0.359,1.2464993438369266e-51,2.6487807649809936e-40,2.6487807649809935e-37,-5.8669069807526145e-39,-1.7062935188347588e-34,-1.7399351652549637e-35
0.36,1.6525713975195757e-51,2.7023574159860406e-40,2.7023574159860405e-37,-6.028418441286132e-39,-1.7406821609221783e-34,-1.7750018211338006e-35
0.361,2.189488057698335e-51,2.753984698186696e-40,2.753984698186696e-37,-6.188365671812109e-39,-1.7738070615886491e-34,-1.8087798193966842e-35
0.362,2.8989378437066995e-51,2.8035834640218232e-40,2.8035834640218234e-37,-6.346585242381246e-39,-1.8056172010106383e-34,-1.841217134302375e-35
0.363,3.8357414560831786e-51,2.851077223376618e-40,2.851077223376618e-37,-6.502915811903563e-39,-1.8360632822666754e-34,-1.872263496980799e-35
0.364,5.0719422188088486e-51,2.89639214358261e-40,2.89639214358261e-37,-6.657198128148406e-39,-1.8650977313373544e-34,-1.9018703954330526e-35
0.365,6.702156872849667e-51,2.9394570494176675e-40,2.9394570494176674e-37,-6.809275027744449e-39,-1.8926746971053373e-34,-1.9299910745314022e-35
0.366,8.850571154943425e-51,2.9802034231059883e-40,2.9802034231059885e-37,-6.958991436179693e-39,-1.9187500513553472e-34,-1.95658053601928e-35
0.367,1.1680080808065208e-50,3.0185654043181092e-40,3.018565404318109e-37,-7.106194367801465e-39,-1.943281388774175e-34,-1.9815955385112907e-35
0.368,1.5404229753981712e-50,3.054479790170899e-40,3.0544797901708993e-37,-7.25073292581642e-39,-1.9662280269506748e-34,-2.004994597493206e-35
0.369,2.0302793521603504e-50,3.08788603522756e-40,3.08788603522756e-37,-7.392458302290536e-39,-1.987551006375764e-34,-2.0267379853219643e-35
0.37,2.6742111172697514e-50,3.1187262514976355e-40,3.1187262514976354e-37,-7.531223778149126e-39,-2.0072130904424304e-34,-2.046787731225679e-35
0.371,3.520160042322133e-50,3.1469452084369954e-40,3.1469452084369956e-37,-7.666884723176815e-39,-2.0251787654457203e-34,-2.065107621303626e-35
0.372,4.630832116388325e-50,3.1724903329478485e-40,3.1724903329478484e-37,-7.799298596017568e-39,-2.0414142405827477e-34,-2.081663198526253e-35
0.373,6.088201164710104e-50,3.195311709378736e-40,3.195311709378736e-37,-7.928324944174671e-39,-2.05588744795269e-34,-2.0964217627351748e-35
0.374,7.999374752698931e-50,3.2153620795245386e-40,3.2153620795245384e-37,-8.053825404010741e-39,-2.068568042556794e-34,-2.1093523706431798e-35
0.375,1.0504231642366402e-49,3.2325968426264656e-40,3.2325968426264655e-37,-8.175663700747712e-39,-2.0794274022983648e-34,-2.1204258358342195e-35
0.376,1.3785362426324613e-49,3.2469740553720646e-40,3.2469740553720644e-37,-8.293705648466856e-39,-2.088438627982777e-34,-2.1296147287634178e-35
0.377,1.8081003810552492e-49,3.258454431895217e-40,3.258454431895217e-37,-8.407819150108765e-39,-2.0955765433174683e-34,-2.1368933767570663e-35
0.378,2.3701863231830714e-49,3.267001343776137e-40,3.2670013437761372e-37,-8.517874197473359e-39,-2.1008176949119405e-34,-2.142237864012625e-35
0.379,3.1052998212166442e-49,3.2725808200413743e-40,3.2725808200413743e-37,-8.62374287121988e-39,-2.1041403522777598e-34,-2.1456260315987212e-35
0.38,4.066226243267897e-49,3.2751615471638173e-40,3.2751615471638174e-37,-8.725299340866907e-39,-2.105524507828562e-34,-2.1470374774551575e-35
0.381,5.321728181587078e-49,3.2747148690626864e-40,3.2747148690626864e-37,-8.822419864792343e-39,-2.1049518768800434e-34,-2.1464535563929003e-35
0.382,6.961350995700477e-49,3.2712147871035307e-40,3.2712147871035307e-37,-8.914982790233407e-39,-2.1024058976499633e-34,-2.1438573800940825e-35
0.383,9.101667337546528e-49,3.264637960098243e-40,3.2646379600982427e-37,-9.002868553286653e-39,-2.097871731258151e-34,-2.139233817112012e-35
0.384,1.1894390572406309e-48,3.2549637043050473e-40,3.254963704305047e-37,-9.085959678907965e-39,-2.0913362617264995e-34,-2.1325694928711637e-35
0.385,1.5536915454759092e-48,3.242173993428497e-40,3.2421739934284967e-37,-9.164140780912548e-39,-2.0827880959789595e-34,-2.1238527896671745e-35
0.386,2.0286011324022538e-48,3.2262534586194913e-40,3.2262534586194913e-37,-9.237298561974931e-39,-2.0722175638415584e-34,-2.1130738466668623e-35
0.387,2.6475610013548452e-48,3.2071893884752495e-40,3.2071893884752495e-37,-9.305321813628982e-39,-2.0596167180423764e-34,-2.1002245599082017e-35
0.388,3.4539912672564414e-48,3.184971729039344e-40,3.184971729039344e-37,-9.368101416267879e-39,-2.0449793342115718e-34,-2.085298582300349e-35
0.389,4.504340639414909e-48,3.1595930838016655e-40,3.1595930838016656e-37,-9.425530339144136e-39,-2.028300910881355e-34,-2.0682913236236176e-35
0.39,5.871985847019004e-48,3.1310487136984415e-40,3.1310487136984414e-37,-9.477503640369596e-39,-2.009578669486005e-34,-2.0491999505294928e-35
0.391,7.652297654794558e-48,3.0993365371122464e-40,3.0993365371122463e-37,-9.523918466915422e-39,-1.9888115543618727e-34,-2.0280233865406361e-35
0.392,9.969223033578604e-48,3.064457129871976e-40,3.0644571298719757e-37,-9.564674054612106e-39,-1.966000232747365e-34,-2.0047623120508685e-35
0.393,1.2983838136912228e-47,3.0264137252528637e-40,3.0264137252528637e-37,-9.599671728149475e-39,-1.9411470947829556e-34,-1.979419164325183e-35
0.394,1.6905463546734381e-47,2.9852122139764836e-40,2.9852122139764834e-37,-9.628814901076668e-39,-1.9142562535111876e-34,-1.9519981374997453e-35
0.395,2.2006111408863517e-47,2.940861144210739e-40,2.940861144210739e-37,-9.652009075802157e-39,-1.885333544876664e-34,-1.9225051825818848e-35
0.396,2.8639266129665875e-47,2.8933717215698645e-40,2.8933717215698645e-37,-9.669161843593744e-39,-1.8543865277260524e-34,-1.8909480074501004e-35
0.397,3.7264302616329997e-47,2.842757809114442e-40,2.842757809114442e-37,-9.680182884578554e-39,-1.8214244838080919e-34,-1.8573360768540654e-35
0.398,4.847823996599713e-47,2.7890359273513754e-40,2.7890359273513753e-37,-9.684983967743041e-39,-1.7864584177735782e-34,-1.8216806124146148e-35
0.399,6.305704189792899e-47,2.7322252542339032e-40,2.7322252542339034e-37,-9.683478950932978e-39,-1.7495010571753733e-34,-1.7839945926237538e-35
0.4,8.20093444157998e-47,2.6723476251616124e-40,2.6723476251616125e-37,-9.67558378085348e-39,-1.7105668524684113e-34,-1.7442927528446629e-35
0.401,1.0664636358781955e-46,2.609427532980402e-40,2.609427532980402e-37,-9.661216493068969e-39,-1.6696719770096769e-34,-1.7025915853116783e-35
0.402,1.3867287377581562e-46,2.5434921279825346e-40,2.5434921279825347e-37,-9.640297212003213e-39,-1.626834327058239e-34,-1.658909339130324e-35
0.403,1.803056297824084e-46,2.474571217906579e-40,2.474571217906579e-37,-9.612748150939294e-39,-1.5820735217752123e-34,-1.6132660202772736e-35
0.404,2.3442754039794252e-46,2.4026972679374604e-40,2.4026972679374606e-37,-9.578493612019627e-39,-1.5354109032237898e-34,-1.5656833916003832e-35
0.405,3.0478842285955994e-46,2.327905400706422e-40,2.327905400706422e-37,-9.537459986245941e-39,-1.4868695363692196e-34,-1.5161849728186688e-35
0.406,3.962664565676342e-46,2.2502333962910537e-40,2.2502333962910537e-37,-9.489575753479311e-39,-1.4364742090788216e-34,-1.4647960405223207e-35
0.40700000000000003,5.152087430503375e-46,2.169721692215272e-40,2.169721692215272e-37,-9.434771482440118e-39,-1.3842514321219753e-34,-1.4115436281726944e-35
0.40800000000000003,6.698749712249967e-46,2.086413383449331e-40,2.086413383449331e-37,-9.372979830708095e-39,-1.3302294391701266e-34,-1.356456526102315e-35
0.40900000000000003,8.710154779263775e-46,2.000354222409829e-40,2.0003542224098293e-37,-9.304135544722284e-39,-1.2744381867967915e-34,-1.2995652815148816e-35
0.41000000000000003,1.1326244983698868e-45,1.911592618959677e-40,1.9115926189596772e-37,-9.228175459781059e-39,-1.2169093544775372e-34,-1.2409021984852496e-35
0.41100000000000003,1.472921789903217e-45,1.8201796404081408e-40,1.8201796404081409e-37,-9.145038500042097e-39,-1.157676344590008e-34,-1.180501337959454e-35
0.41200000000000003,1.915631957067043e-45,1.7261690115108148e-40,1.7261690115108148e-37,-9.05466567852245e-39,-1.0967742824139077e-34,-1.1183985177546947e-35
0.41300000000000003,2.4916518406615715e-45,1.6296171144696214e-40,1.6296171144696215e-37,-8.957000097098462e-39,-1.0342400161309998e-34,-1.0546313125593345e-35
0.41400000000000003,3.241223732321237e-45,1.5305829889328244e-40,1.5305829889328245e-37,-8.851986946505801e-39,-9.701121168251167e-35,-9.892390539329096e-36
0.41500000000000004,4.2167678542922275e-45,1.429128331995027e-40,1.429128331995027e-37,-8.739573506339484e-39,-9.044308784821552e-35,-9.222628303061242e-36
0.41600000000000004,5.486573988794251e-45,1.3253174981971543e-40,1.3253174981971542e-37,-8.619709145053834e-39,-8.372383179900681e-35,-8.537454869808427e-36
0.417,7.139612580475238e-45,1.2192174995264721e-40,1.2192174995264722e-37,-8.492345319962521e-39,-7.685781751388729e-35,-7.837316261300984e-36
0.418,9.291804256098782e-45,1.1108980054165848e-40,1.1108980054165849e-37,-8.357435577238523e-39,-6.984959126206513e-35,-7.122676067980924e-36
0.419,1.2094188935679476e-44,1.0004313427474223e-40,1.0004313427474224e-37,-8.214935551914134e-39,-6.270387160295391e-35,-6.394015449001841e-36
0.42,1.574356858105117e-44,8.878924958452626e-41,8.878924958452626e-38,-8.064802967881022e-39,-5.542554938617384e-35,-5.651833132229033e-36
0.421,2.049637024628556e-44,7.733591064826978e-41,7.733591064826978e-38,-7.906997637890136e-39,-4.8019687751549536e-35,-4.89664541423927e-36
0.422,2.6686700240262035e-44,6.569114738786799e-41,6.569114738786799e-38,-7.741481463551762e-39,-4.049152212911256e-35,-4.128986160321064e-36
0.423,3.474985111805536e-44,5.386325546984807e-41,5.386325546984806e-38,-7.568218435335534e-39,-3.2846460239098597e-35,-3.3494068044743716e-36
0.424,4.525290056748571e-44,4.186079630537053e-41,4.1860796305370527e-38,-7.38717463257038e-39,-2.509008209194788e-35,-2.558476349410643e-36
0.425,5.893453046552137e-44,2.969259705022937e-41,2.9692597050229374e-38,-7.198318223444589e-39,-1.7228139988304704e-35,-1.7567813665527683e-36
0.426,7.675682823898045e-44,1.7367750604853097e-41,1.7367750604853097e-38,-7.001619465005743e-39,-9.266558519017365e-36,-9.449259960350747e-37
0.427,9.9972653457193e-44,4.895615614302628e-42,4.8956156143026276e-39,-6.797050703160767e-39,-1.2114345651358636e-36,-1.2353194670309063e-37
0.428,1.3021321478580617e-43,-7.714183531727233e-42,-7.714183531727233e-39,-6.584586372675919e-39,6.930962702088393e-36,7.067615038864845e-37
0.429,1.6960187617368758e-43,-2.0451756698908375e-41,-2.0451756698908375e-38,-6.364202997176782e-39,1.5154191821204566e-35,1.5452975094659815e-36
0.43,2.2090198664850168e-43,-3.3306948008279115e-41,-3.3306948008279116e-38,-6.13587918914825e-39,2.3451639040564293e-35,2.3914016550569556e-36
0.431,2.8770882133424695e-43,-4.626933583624471e-41,-4.6269335836244713e-38,-5.899595649934553e-39,3.181651831832475e-35,3.2443819569705e-36
0.432,3.746986812322902e-43,-5.932823281457583e-41,-5.932823281457583e-38,-5.655335169739256e-39,4.024187132245117e-35,4.1035288628075e-36
0.433,4.879520171024591e-43,-7.24726858304121e-41,-7.24726858304121e-38,-5.403082627625236e-39,4.872056743072367e-35,4.968115251459334e-36
0.434,6.353723636e-43,-8.569147602625628e-41,-8.569147602625628e-38,-5.1428249915147095e-39,5.724530373073947e-35,5.837396433108092e-36
0.435,8.272292078109506e-43,-9.897311879997934e-41,-9.897311879997934e-38,-4.8745513181892133e-39,6.580860501992378e-35,6.710610149227696e-36
0.436,1.076861073681096e-42,-1.1230586380481993e-40,-1.1230586380481993e-37,-4.5982527532896084e-39,7.44028238055394e-35,7.586976572584869e-36
0.437,1.4015855950974906e-42,-1.256776949493824e-40,-1.256776949493824e-37,-4.313922531316083e-39,8.302014030469832e-35,8.465698307240323e-36
0.438,1.8238768332647302e-42,-1.3907633039763676e-40,-1.3907633039763676e-37,-4.0215559756281623e-39,9.165256244437827e-35,9.34596038855045e-36
0.439,2.372887408585713e-42,-1.5248922256892013e-40,-1.5248922256892013e-37,-3.7211504984446906e-39,1.002919258614452e-34,1.0226930283169605e-35
0.44,3.08641523556865e-42,-1.6590355813793644e-40,-1.6590355813793645e-37,-3.4127056008438186e-39,1.0892989390268087e-34,1.1107757889052926e-35
0.441,4.0134431384203785e-42,-1.793062580347562e-40,-1.7930625803475621e-37,-3.0962228727630614e-39,1.1755795762481849e-34,1.1987575535459968e-35
0.442,5.217416126754592e-42,-1.9268397744481566e-40,-1.9268397744481567e-37,-2.7717059929992482e-39,1.2616743579458852e-34,1.2865497982959372e-35
0.443,6.780467842798076e-42,-2.0602310580891765e-40,-2.0602310580891766e-37,-2.4391607292085277e-39,1.3474947488877892e-34,1.3740622423435009e-35
0.444,8.808867474482019e-42,-2.1930976682323386e-40,-2.1930976682323386e-37,-2.098594937906361e-39,1.4329504909431349e-34,1.4612028480093967e-35
0.445,1.144003484849568e-41,-2.325298184392995e-40,-2.325298184392995e-37,-1.7500185644675644e-39,1.517949603083475e-34,1.5478778207476306e-35
0.446,1.485156902765754e-41,-2.456688528640186e-40,-2.456688528640186e-37,-1.3934436431262442e-39,1.6023983813839855e-34,1.6339916091468396e-35
0.447,1.9272860317305782e-41,-2.587121965596597e-40,-2.5871219655965967e-37,-1.02888429697589e-39,1.68620139902508e-34,1.7194469049319391e-35
0.448,2.5000014464555764e-41,-2.7164491024385796e-40,-2.7164491024385796e-37,-6.5635673796928555e-40,1.769261506294529e-34,1.8041446429662823e-35
0.449,3.2415020299083974e-41,-2.8445178888961807e-40,-2.844517888896181e-37,-2.75879266918508e-40,1.8514798305901841e-34,1.8879840012544388e-35
0.45,4.201034987298387e-41,-2.971173617253072e-40,-2.9711736172530724e-37,1.125277265049968e-40,1.932755776423411e-34,1.970862400945696e-35
0.451,5.442050818815082e-41,-3.0962589223466257e-40,-3.0962589223466256e-37,5.0884176377041525e-40,2.012987025423589e-34,2.052675506338647e-35
0.452,7.046246666235077e-41,-3.2196137815678523e-40,-3.2196137815678524e-37,9.130382774877305e-40,2.0920695363437844e-34,2.1333172248869742e-35
0.453,9.118744434544431e-41,-3.3410755148614657e-40,-3.341075514861466e-37,1.325090611407487e-39,2.1698975450681027e-34,2.2126797072069492e-35
0.454,1.1794717355937471e-40,-3.4604787847257662e-40,-3.460478784725766e-37,1.744970020420937e-39,2.246363564620973e-34,2.2906533470868982e-35
0.455,1.524786399569506e-40,-3.577655596212827e-40,-3.577655596212827e-37,2.172645670560029e-39,2.3213583851792335e-34,2.367126781499527e-35
0.456,1.9701236870620615e-40,-3.692435296928295e-40,-3.692435296928295e-37,2.6080846389973644e-39,2.3947710740872964e-34,2.441986890617384e-35
0.457,2.54410698754668e-40,-3.80464457703154e-40,-3.80464457703154e-37,3.051251914046215e-39,2.4664889758767717e-34,2.5151187978328706e-35
0.458,3.283442216473111e-40,-3.914107469235551e-40,-3.914107469235551e-37,3.5021103951605247e-39,2.5363977122913153e-34,2.586405869783581e-35
0.459,4.2351675548249095e-40,-4.020645348807044e-40,-4.020645348807044e-37,3.960620892934921e-39,2.6043811823184706e-34,2.65572971638477e-35
0.46,5.459519981773254e-40,-4.124076933566319e-40,-4.124076933566319e-37,4.426742129104705e-39,2.6703215622300567e-34,2.7229701908705387e-35
0.461,7.033585079936316e-40,-4.224218283887436e-40,-4.224218283887436e-37,4.900430736545845e-39,2.7340993056338254e-34,2.7880053898465076e-35
0.462,9.05594082605526e-40,-4.320882802698032e-40,-4.3208828026980325e-37,5.3816412592749946e-39,2.795593143538923e-34,2.850711653356573e-35
0.463,1.1652561886807673e-39,-4.413881235479478e-40,-4.413881235479477e-37,5.870326152449468e-39,2.8546800844393695e-34,2.9109635649680263e-35
0.464,1.4984321304987565e-39,-4.5030216702667435e-40,-4.503021670266744e-37,6.366435782367235e-39,2.9112354144199134e-34,2.968633951879504e-35
0.465,1.9256515130832634e-39,-4.588109537648535e-40,-4.588109537648535e-37,6.869918426466984e-39,2.9651326972906255e-34,3.0235938850582265e-35
0.466,2.473094722419591e-39,-4.668947610767155e-40,-4.668947610767155e-37,7.380720273328026e-39,3.016243774757471e-34,3.0757126794139397e-35
0.467,3.174125201509621e-39,-4.7453360053186534e-40,-4.745336005318654e-37,7.898785422670416e-39,3.0644387666387918e-34,3.1248578940196623e-35
0.468,4.071230984411695e-39,-4.817072179552647e-40,-4.817072179552647e-37,8.424055885354794e-39,3.1095860711393815e-34,3.170895332391165e-35
0.46900000000000003,5.218483185896642e-39,-4.8839509342725086e-40,-4.883950934272508e-37,8.956471583382545e-39,3.151552365197785e-34,3.2136890428411183e-35
0.47000000000000003,6.684647090411854e-39,-4.945764412835239e-40,-4.945764412835239e-37,9.495970349895705e-39,3.1902026049255724e-34,3.253101318927027e-35
0.47100000000000003,8.557116591603392e-39,-5.002302101151453e-40,-5.002302101151453e-37,1.0042487929176929e-38,3.225400026162945e-34,3.288992700017789e-35
0.47200000000000003,1.0946886819359036e-38,-5.053350827685548e-40,-5.053350827685548e-37,1.0595957976649668e-38,3.2570061451810845e-34,3.321221972009896e-35
0.47300000000000003,1.399483512971837e-38,-5.098694763455459e-40,-5.098694763455459e-37,1.1156312058877896e-38,3.2848807595689907e-34,3.349646168231752e-35
0.47400000000000003,1.7879650071195174e-38,-5.138115422032867e-40,-5.138115422032867e-37,1.172347965356636e-38,3.3088819493533503e-34,3.374120570585624e-35
0.47500000000000003,2.2827835043214607e-38,-5.171391659543107e-40,-5.171391659543107e-37,1.229738814956052e-38,3.328866078411188e-34,3.394498710988144e-35
0.47600000000000003,2.91263225895585e-38,-5.198299674665168e-40,-5.1982996746651685e-37,1.2877962846846408e-38,3.3446877962512637e-34,3.410632373186831e-35
0.47700000000000004,3.713837220637764e-38,-5.218613008631696e-40,-5.218613008631696e-37,1.3465126956550715e-38,3.356200040259156e-34,3.422371595049437e-35
0.47800000000000004,4.732359618075738e-38,-5.232102545229019e-40,-5.232102545229019e-37,1.4058801600940933e-38,3.3632540385253324e-34,3.4295646714477753e-35
0.47900000000000004,6.026317306389238e-38,-5.238536510797138e-40,-5.238536510797138e-37,1.465890581342514e-38,3.3656993134057906e-34,3.432058157888566e-35
0.48,7.669157788001914e-38,-5.2376804742296825e-40,-5.237680474229682e-37,1.5265356538552057e-38,3.363383686002964e-34,3.429696875082688e-35
0.481,9.753649580119497e-38,-5.229297346973991e-40,-5.229297346973991e-37,1.5878068632011156e-38,3.35615328180239e-34,3.422323914692979e-35
0.482,1.23969008965986e-37,-5.213147383031016e-40,-5.213147383031016e-37,1.649695486063254e-38,3.343852537760027e-34,3.40978064656129e-35
0.483,1.5746667592068958e-37,-5.188988178955429e-40,-5.188988178955429e-37,1.712192590238702e-38,3.3263242112104034e-34,3.3919067277922673e-35
0.484,1.99892786798606e-37,-5.156574673855517e-40,-5.156574673855517e-37,1.7752890346386012e-38,3.3034093910589653e-34,3.368540114166372e-35
0.485,2.5359590864998963e-37,-5.1156591493933264e-40,-5.115659149393327e-37,1.838975469288169e-38,3.274947511839962e-34,3.3395170744749354e-35
0.486,3.2153487670393318e-37,-5.065991229784454e-40,-5.065991229784454e-37,1.9032423353266845e-38,3.240776371367579e-34,3.3046722085192997e-35
0.487,4.074356919775303e-37,-5.007317881798167e-40,-5.007317881798167e-37,1.9680798650074902e-38,3.200732152893094e-34,3.263838469704837e-35
0.488,5.159884202903234e-37,-4.939383414757525e-40,-4.939383414757525e-37,2.0334780816980108e-38,3.154649452911035e-34,3.2168471933953343e-35
0.489,6.530942361640295e-37,-4.861929480539119e-40,-4.861929480539119e-37,2.0994267998797207e-38,3.102361316046556e-34,3.1635281324882157e-35
0.49,8.261753224686464e-37,-4.774695073573295e-40,-4.774695073573295e-37,2.1659156251481772e-38,3.043699278819603e-34,3.103709502041577e-35
0.491,1.0445635551275103e-36,-4.677416530843967e-40,-4.677416530843967e-37,2.2329339542129882e-38,2.9784934245348563e-34,3.0372180352463445e-35
0.492,1.3199879377080039e-36,-4.569827531888799e-40,-4.569827531888799e-37,2.3004709748978453e-38,2.9065724521173555e-34,2.9638790536190805e-35
0.493,1.667185811947152e-36,-4.451659098799117e-40,-4.451659098799118e-37,2.3685156661404996e-38,2.8277637624276e-34,2.883516555018891e-35
0.494,2.104669219535483e-36,-4.322639596219843e-40,-4.3226395962198435e-37,2.437056797992767e-38,2.7418935664871167e-34,2.795953324006788e-35
0.495,2.6556857577850385e-36,-4.1824947313496484e-40,-4.182494731349648e-37,2.5060829316205375e-38,2.6487870211705987e-34,2.7010110702131704e-35
0.496,3.349423272322973e-36,-4.030947553940841e-40,-4.030947553940841e-37,2.5755824193037643e-38,2.5482683993325403e-34,2.598510601818705e-35
